'x',"gameId","playId","nflId","frameId","time","jerseyNumber","team","playDirection","x","y","s","a","dis","o","dir","event"
882257,2021091912,1746,46211.0,30,2021-09-19T21:42:33.500,2.0,SEA,right,113.17,10.68,2.87,1.73,0.29,325.13,138.04,None
882258,2021091912,1746,46211.0,31,2021-09-19T21:42:33.600,2.0,SEA,right,113.35,10.47,2.75,1.7,0.28,318.99,140.86,None
882259,2021091912,1746,46211.0,32,2021-09-19T21:42:33.700,2.0,SEA,right,113.52,10.25,2.72,1.54,0.27,314.71,144.7,None
882260,2021091912,1746,46211.0,33,2021-09-19T21:42:33.800,2.0,SEA,right,113.67,10.02,2.76,1.38,0.28,309.0,147.97,None
882261,2021091912,1746,46211.0,34,2021-09-19T21:42:33.900,2.0,SEA,right,113.81,9.78,2.82,1.25,0.28,305.3,150.48,autoevent_passforward
882262,2021091912,1746,46211.0,35,2021-09-19T21:42:34.000,2.0,SEA,right,113.95,9.53,2.87,1.05,0.29,301.36,152.44,pass_forward
882263,2021091912,1746,46211.0,36,2021-09-19T21:42:34.100,2.0,SEA,right,114.08,9.28,2.85,0.9,0.28,294.98,154.63,None
882264,2021091912,1746,46211.0,37,2021-09-19T21:42:34.200,2.0,SEA,right,114.19,9.01,2.86,1.03,0.29,292.7,158.22,None
882265,2021091912,1746,46211.0,38,2021-09-19T21:42:34.300,2.0,SEA,right,114.28,8.75,2.79,1.12,0.28,285.45,160.96,None
882266,2021091912,1746,46211.0,39,2021-09-19T21:42:34.400,2.0,SEA,right,114.37,8.49,2.72,1.32,0.27,286.13,164.1,None
882267,2021091912,1746,46215.0,1,2021-09-19T21:42:30.600,21.0,SEA,right,110.24,39.04,0.04,0.01,0.0,214.36,22.37,None
882268,2021091912,1746,46215.0,2,2021-09-19T21:42:30.700,21.0,SEA,right,110.24,39.03,0.03,0.01,0.01,214.36,47.6,None
882269,2021091912,1746,46215.0,3,2021-09-19T21:42:30.800,21.0,SEA,right,110.24,39.03,0.02,0.01,0.01,216.33,28.57,None
882270,2021091912,1746,46215.0,4,2021-09-19T21:42:30.900,21.0,SEA,right,110.24,39.01,0.01,0.01,0.02,217.47,123.59,None
882271,2021091912,1746,46215.0,5,2021-09-19T21:42:31.000,21.0,SEA,right,110.24,39.01,0.02,0.01,0.01,219.52,120.06,None
882272,2021091912,1746,46215.0,6,2021-09-19T21:42:31.100,21.0,SEA,right,110.27,38.99,0.04,0.03,0.03,221.56,122.13,autoevent_ballsnap
882273,2021091912,1746,46215.0,7,2021-09-19T21:42:31.200,21.0,SEA,right,110.28,38.98,0.04,0.03,0.02,225.5,128.79,None
882274,2021091912,1746,46215.0,8,2021-09-19T21:42:31.300,21.0,SEA,right,110.28,38.98,0.04,0.04,0.01,228.19,125.99,ball_snap
882275,2021091912,1746,46215.0,9,2021-09-19T21:42:31.400,21.0,SEA,right,110.33,38.99,0.06,0.05,0.05,232.74,102.31,None
882276,2021091912,1746,46215.0,10,2021-09-19T21:42:31.500,21.0,SEA,right,110.36,38.99,0.06,0.06,0.03,232.74,99.9,None
882277,2021091912,1746,46215.0,11,2021-09-19T21:42:31.600,21.0,SEA,right,110.39,38.99,0.07,0.06,0.03,233.77,97.03,None
882278,2021091912,1746,46215.0,12,2021-09-19T21:42:31.700,21.0,SEA,right,110.43,39.0,0.1,0.44,0.04,239.76,91.44,None
882279,2021091912,1746,46215.0,13,2021-09-19T21:42:31.800,21.0,SEA,right,110.45,39.0,0.17,0.81,0.01,246.55,87.47,None
882280,2021091912,1746,46215.0,14,2021-09-19T21:42:31.900,21.0,SEA,right,110.48,39.01,0.34,1.7,0.04,251.32,79.89,None
882281,2021091912,1746,46215.0,15,2021-09-19T21:42:32.000,21.0,SEA,right,110.54,39.03,0.64,2.17,0.06,254.26,75.09,None
882282,2021091912,1746,46215.0,16,2021-09-19T21:42:32.100,21.0,SEA,right,110.61,39.04,0.83,1.95,0.07,257.01,76.08,None
882283,2021091912,1746,46215.0,17,2021-09-19T21:42:32.200,21.0,SEA,right,110.71,39.07,1.04,1.8,0.1,258.87,74.54,None
882284,2021091912,1746,46215.0,18,2021-09-19T21:42:32.300,21.0,SEA,right,110.82,39.1,1.25,1.61,0.12,258.12,73.8,None
882285,2021091912,1746,46215.0,19,2021-09-19T21:42:32.400,21.0,SEA,right,110.95,39.13,1.38,1.28,0.13,258.12,75.55,None
882286,2021091912,1746,46215.0,20,2021-09-19T21:42:32.500,21.0,SEA,right,111.08,39.16,1.44,0.8,0.14,259.08,76.65,None
882287,2021091912,1746,46215.0,21,2021-09-19T21:42:32.600,21.0,SEA,right,111.22,39.2,1.49,0.49,0.15,255.29,77.67,None
882288,2021091912,1746,46215.0,22,2021-09-19T21:42:32.700,21.0,SEA,right,111.37,39.23,1.5,0.24,0.15,251.19,78.1,None
882289,2021091912,1746,46215.0,23,2021-09-19T21:42:32.800,21.0,SEA,right,111.51,39.25,1.38,0.78,0.14,248.74,83.26,None
882290,2021091912,1746,46215.0,24,2021-09-19T21:42:32.900,21.0,SEA,right,111.63,39.26,1.21,1.39,0.13,245.61,89.8,None
882291,2021091912,1746,46215.0,25,2021-09-19T21:42:33.000,21.0,SEA,right,111.73,39.24,0.98,1.84,0.1,241.07,100.95,None
882292,2021091912,1746,46215.0,26,2021-09-19T21:42:33.100,21.0,SEA,right,111.8,39.22,0.65,2.38,0.07,238.0,120.81,None
882293,2021091912,1746,46215.0,27,2021-09-19T21:42:33.200,21.0,SEA,right,111.82,39.18,0.42,2.9,0.04,237.28,168.91,None
882294,2021091912,1746,46215.0,28,2021-09-19T21:42:33.300,21.0,SEA,right,111.81,39.13,0.61,3.14,0.05,244.96,202.16,None
882295,2021091912,1746,46215.0,29,2021-09-19T21:42:33.400,21.0,SEA,right,111.77,39.07,0.84,3.0,0.07,253.18,219.87,None
882296,2021091912,1746,46215.0,30,2021-09-19T21:42:33.500,21.0,SEA,right,111.7,39.01,1.1,2.7,0.1,260.79,231.01,None
882297,2021091912,1746,46215.0,31,2021-09-19T21:42:33.600,21.0,SEA,right,111.61,38.93,1.27,2.02,0.12,265.25,232.78,None
882298,2021091912,1746,46215.0,32,2021-09-19T21:42:33.700,21.0,SEA,right,111.5,38.86,1.39,1.39,0.13,272.29,235.02,None
882299,2021091912,1746,46215.0,33,2021-09-19T21:42:33.800,21.0,SEA,right,111.39,38.78,1.43,0.77,0.14,275.89,235.57,None
882300,2021091912,1746,46215.0,34,2021-09-19T21:42:33.900,21.0,SEA,right,111.28,38.72,1.27,0.7,0.12,282.99,244.07,autoevent_passforward
882301,2021091912,1746,46215.0,35,2021-09-19T21:42:34.000,21.0,SEA,right,111.16,38.68,1.23,1.05,0.12,285.69,250.78,pass_forward
882302,2021091912,1746,46215.0,36,2021-09-19T21:42:34.100,21.0,SEA,right,111.07,38.67,0.97,1.83,0.09,274.64,265.63,None
882303,2021091912,1746,46215.0,37,2021-09-19T21:42:34.200,21.0,SEA,right,110.97,38.68,0.92,1.94,0.1,275.29,279.67,None
882304,2021091912,1746,46215.0,38,2021-09-19T21:42:34.300,21.0,SEA,right,110.9,38.72,0.82,2.29,0.08,247.35,301.83,None
882305,2021091912,1746,46215.0,39,2021-09-19T21:42:34.400,21.0,SEA,right,110.84,38.77,0.81,2.24,0.08,232.61,317.78,None
882306,2021091912,1746,46487.0,1,2021-09-19T21:42:30.600,97.0,SEA,right,105.11,27.26,0.0,0.0,0.0,250.96,287.47,None
882307,2021091912,1746,46487.0,2,2021-09-19T21:42:30.700,97.0,SEA,right,105.11,27.26,0.0,0.0,0.0,250.96,290.48,None
882308,2021091912,1746,46487.0,3,2021-09-19T21:42:30.800,97.0,SEA,right,105.11,27.26,0.0,0.0,0.0,250.96,286.87,None
882309,2021091912,1746,46487.0,4,2021-09-19T21:42:30.900,97.0,SEA,right,105.11,27.26,0.0,0.0,0.0,250.11,286.0,None
882310,2021091912,1746,46487.0,5,2021-09-19T21:42:31.000,97.0,SEA,right,105.11,27.26,0.0,0.0,0.0,250.11,287.56,None
882311,2021091912,1746,46487.0,6,2021-09-19T21:42:31.100,97.0,SEA,right,105.11,27.26,0.0,0.0,0.0,250.11,282.81,autoevent_ballsnap
882312,2021091912,1746,46487.0,7,2021-09-19T21:42:31.200,97.0,SEA,right,105.11,27.26,0.03,0.77,0.0,250.74,234.56,None
882313,2021091912,1746,46487.0,8,2021-09-19T21:42:31.300,97.0,SEA,right,105.09,27.25,0.2,1.44,0.01,252.84,235.76,ball_snap
882314,2021091912,1746,46487.0,9,2021-09-19T21:42:31.400,97.0,SEA,right,105.04,27.23,0.58,2.74,0.05,252.84,246.67,None
882315,2021091912,1746,46487.0,10,2021-09-19T21:42:31.500,97.0,SEA,right,104.95,27.2,1.03,3.23,0.1,252.84,251.34,None
882316,2021091912,1746,46487.0,11,2021-09-19T21:42:31.600,97.0,SEA,right,104.81,27.17,1.5,3.99,0.14,254.83,254.13,None
882317,2021091912,1746,46487.0,12,2021-09-19T21:42:31.700,97.0,SEA,right,104.64,27.14,1.92,3.8,0.17,254.83,257.51,None
882318,2021091912,1746,46487.0,13,2021-09-19T21:42:31.800,97.0,SEA,right,104.43,27.12,2.31,3.51,0.22,256.17,263.16,None
882319,2021091912,1746,46487.0,14,2021-09-19T21:42:31.900,97.0,SEA,right,104.19,27.12,2.6,3.44,0.24,258.2,269.87,None
882320,2021091912,1746,46487.0,15,2021-09-19T21:42:32.000,97.0,SEA,right,103.91,27.14,2.87,3.07,0.27,261.63,275.4,None
882321,2021091912,1746,46487.0,16,2021-09-19T21:42:32.100,97.0,SEA,right,103.63,27.19,3.03,2.83,0.29,268.9,282.28,None
882322,2021091912,1746,46487.0,17,2021-09-19T21:42:32.200,97.0,SEA,right,103.33,27.28,3.22,2.73,0.32,274.06,287.79,None
882323,2021091912,1746,46487.0,18,2021-09-19T21:42:32.300,97.0,SEA,right,103.02,27.44,3.46,3.42,0.34,286.01,297.49,None
882324,2021091912,1746,46487.0,19,2021-09-19T21:42:32.400,97.0,SEA,right,102.71,27.65,3.75,3.77,0.37,290.36,305.22,None
882325,2021091912,1746,46487.0,20,2021-09-19T21:42:32.500,97.0,SEA,right,102.4,27.9,4.04,3.58,0.4,291.45,310.09,None
882326,2021091912,1746,46487.0,21,2021-09-19T21:42:32.600,97.0,SEA,right,102.09,28.18,4.25,3.14,0.41,286.56,313.9,None
882327,2021091912,1746,46487.0,22,2021-09-19T21:42:32.700,97.0,SEA,right,101.79,28.48,4.41,2.63,0.43,286.56,316.87,None
882328,2021091912,1746,46487.0,23,2021-09-19T21:42:32.800,97.0,SEA,right,101.48,28.81,4.54,1.58,0.45,284.32,317.38,None
882329,2021091912,1746,46487.0,24,2021-09-19T21:42:32.900,97.0,SEA,right,101.17,29.15,4.6,0.7,0.46,281.63,317.66,None
882330,2021091912,1746,46487.0,25,2021-09-19T21:42:33.000,97.0,SEA,right,100.85,29.46,4.53,0.87,0.45,291.86,314.45,None
882331,2021091912,1746,46487.0,26,2021-09-19T21:42:33.100,97.0,SEA,right,100.52,29.77,4.51,1.65,0.45,294.71,311.89,None
882332,2021091912,1746,46487.0,27,2021-09-19T21:42:33.200,97.0,SEA,right,100.18,30.06,4.43,2.08,0.45,301.24,309.23,None
882333,2021091912,1746,46487.0,28,2021-09-19T21:42:33.300,97.0,SEA,right,99.82,30.32,4.36,2.6,0.44,303.61,304.47,None
882334,2021091912,1746,46487.0,29,2021-09-19T21:42:33.400,97.0,SEA,right,99.43,30.52,4.29,3.4,0.44,302.51,297.16,None
882335,2021091912,1746,46487.0,30,2021-09-19T21:42:33.500,97.0,SEA,right,99.04,30.69,4.23,3.94,0.43,292.09,290.42,None
882336,2021091912,1746,46487.0,31,2021-09-19T21:42:33.600,97.0,SEA,right,98.64,30.82,4.22,4.04,0.42,284.2,284.1,None
882337,2021091912,1746,46487.0,32,2021-09-19T21:42:33.700,97.0,SEA,right,98.23,30.9,4.25,4.4,0.42,270.72,276.52,None
882338,2021091912,1746,46487.0,33,2021-09-19T21:42:33.800,97.0,SEA,right,97.8,30.93,4.27,4.05,0.43,258.9,271.13,None
882339,2021091912,1746,46487.0,34,2021-09-19T21:42:33.900,97.0,SEA,right,97.37,30.92,4.3,3.5,0.43,256.47,266.16,autoevent_passforward
882340,2021091912,1746,46487.0,35,2021-09-19T21:42:34.000,97.0,SEA,right,96.95,30.88,4.22,2.79,0.42,249.43,262.78,pass_forward
882341,2021091912,1746,46487.0,36,2021-09-19T21:42:34.100,97.0,SEA,right,96.55,30.83,4.02,2.23,0.4,240.98,260.72,None
882342,2021091912,1746,46487.0,37,2021-09-19T21:42:34.200,97.0,SEA,right,96.17,30.77,3.81,2.04,0.38,234.32,258.9,None
882343,2021091912,1746,46487.0,38,2021-09-19T21:42:34.300,97.0,SEA,right,95.86,30.71,3.32,2.48,0.31,268.03,257.44,None
882344,2021091912,1746,46487.0,39,2021-09-19T21:42:34.400,97.0,SEA,right,95.65,30.65,2.59,4.16,0.23,300.64,254.55,None
882345,2021091912,1746,47834.0,1,2021-09-19T21:42:30.600,11.0,TEN,right,102.37,21.87,0.0,0.0,0.0,71.46,16.21,None
882346,2021091912,1746,47834.0,2,2021-09-19T21:42:30.700,11.0,TEN,right,102.37,21.88,0.0,0.0,0.0,72.19,13.99,None
882347,2021091912,1746,47834.0,3,2021-09-19T21:42:30.800,11.0,TEN,right,102.37,21.88,0.0,0.0,0.0,72.19,12.17,None
882348,2021091912,1746,47834.0,4,2021-09-19T21:42:30.900,11.0,TEN,right,102.37,21.88,0.0,0.0,0.0,72.77,12.25,None
882349,2021091912,1746,47834.0,5,2021-09-19T21:42:31.000,11.0,TEN,right,102.37,21.88,0.0,0.0,0.0,72.77,11.66,None
882350,2021091912,1746,47834.0,6,2021-09-19T21:42:31.100,11.0,TEN,right,102.37,21.88,0.0,0.0,0.0,73.39,10.96,autoevent_ballsnap
882351,2021091912,1746,47834.0,7,2021-09-19T21:42:31.200,11.0,TEN,right,102.37,21.88,0.0,0.0,0.0,73.39,15.99,None
882352,2021091912,1746,47834.0,8,2021-09-19T21:42:31.300,11.0,TEN,right,102.37,21.87,0.0,0.0,0.01,74.32,101.69,ball_snap
882353,2021091912,1746,47834.0,9,2021-09-19T21:42:31.400,11.0,TEN,right,102.38,21.86,0.05,0.97,0.01,74.32,151.57,None
882354,2021091912,1746,47834.0,10,2021-09-19T21:42:31.500,11.0,TEN,right,102.38,21.85,0.26,2.15,0.02,75.7,150.73,None
882355,2021091912,1746,47834.0,11,2021-09-19T21:42:31.600,11.0,TEN,right,102.41,21.81,0.63,3.25,0.05,77.61,145.19,None
882356,2021091912,1746,47834.0,12,2021-09-19T21:42:31.700,11.0,TEN,right,102.48,21.72,1.18,4.35,0.1,80.63,143.22,None
882357,2021091912,1746,47834.0,13,2021-09-19T21:42:31.800,11.0,TEN,right,102.57,21.57,1.88,5.28,0.18,83.59,145.93,None
882358,2021091912,1746,47834.0,14,2021-09-19T21:42:31.900,11.0,TEN,right,102.7,21.39,2.47,5.07,0.23,84.33,145.79,None
882359,2021091912,1746,47834.0,15,2021-09-19T21:42:32.000,11.0,TEN,right,102.89,21.16,3.08,4.92,0.29,92.26,142.45,None
882360,2021091912,1746,47834.0,16,2021-09-19T21:42:32.100,11.0,TEN,right,103.1,20.89,3.65,4.59,0.35,109.27,141.58,None
882361,2021091912,1746,47834.0,17,2021-09-19T21:42:32.200,11.0,TEN,right,103.36,20.58,4.24,4.55,0.41,117.44,139.55,None
882362,2021091912,1746,47834.0,18,2021-09-19T21:42:32.300,11.0,TEN,right,103.65,20.25,4.69,4.61,0.44,126.28,137.54,None
882363,2021091912,1746,47834.0,19,2021-09-19T21:42:32.400,11.0,TEN,right,103.99,19.89,5.1,3.7,0.49,128.54,135.95,None
882364,2021091912,1746,47834.0,20,2021-09-19T21:42:32.500,11.0,TEN,right,104.36,19.52,5.34,3.05,0.52,132.42,132.39,None
882365,2021091912,1746,47834.0,21,2021-09-19T21:42:32.600,11.0,TEN,right,104.77,19.17,5.55,2.57,0.54,132.42,129.66,None
882366,2021091912,1746,47834.0,22,2021-09-19T21:42:32.700,11.0,TEN,right,105.21,18.82,5.68,2.0,0.56,133.5,127.8,None
882367,2021091912,1746,47834.0,23,2021-09-19T21:42:32.800,11.0,TEN,right,105.67,18.47,5.83,1.68,0.58,129.91,125.94,None
882368,2021091912,1746,47834.0,24,2021-09-19T21:42:32.900,11.0,TEN,right,106.16,18.12,5.91,1.3,0.59,130.63,124.88,None
882369,2021091912,1746,47834.0,25,2021-09-19T21:42:33.000,11.0,TEN,right,106.67,17.77,6.09,1.02,0.62,120.22,124.03,None
882370,2021091912,1746,47834.0,26,2021-09-19T21:42:33.100,11.0,TEN,right,107.19,17.42,6.19,0.79,0.63,99.31,123.2,None
882371,2021091912,1746,47834.0,27,2021-09-19T21:42:33.200,11.0,TEN,right,107.71,17.09,6.18,0.85,0.62,82.06,122.23,None
882372,2021091912,1746,47834.0,28,2021-09-19T21:42:33.300,11.0,TEN,right,108.24,16.77,6.08,1.14,0.61,68.68,121.24,None
882373,2021091912,1746,47834.0,29,2021-09-19T21:42:33.400,11.0,TEN,right,108.76,16.46,6.1,1.31,0.6,53.54,119.68,None
882374,2021091912,1746,47834.0,30,2021-09-19T21:42:33.500,11.0,TEN,right,109.28,16.16,6.05,1.76,0.6,39.72,117.91,None
882375,2021091912,1746,47834.0,31,2021-09-19T21:42:33.600,11.0,TEN,right,109.82,15.89,6.03,2.12,0.6,31.0,115.1,None
882376,2021091912,1746,47834.0,32,2021-09-19T21:42:33.700,11.0,TEN,right,110.37,15.65,5.94,2.3,0.6,29.94,112.3,None
882377,2021091912,1746,47834.0,33,2021-09-19T21:42:33.800,11.0,TEN,right,110.92,15.44,5.86,2.59,0.59,28.02,108.58,None
882378,2021091912,1746,47834.0,34,2021-09-19T21:42:33.900,11.0,TEN,right,111.48,15.28,5.82,2.79,0.59,24.71,105.17,autoevent_passforward
882379,2021091912,1746,47834.0,35,2021-09-19T21:42:34.000,11.0,TEN,right,112.05,15.14,5.83,2.73,0.59,21.18,101.72,pass_forward
882380,2021091912,1746,47834.0,36,2021-09-19T21:42:34.100,11.0,TEN,right,112.63,15.04,5.78,2.76,0.58,21.18,98.57,None
882381,2021091912,1746,47834.0,37,2021-09-19T21:42:34.200,11.0,TEN,right,113.2,14.98,5.68,2.85,0.57,24.62,94.88,None
882382,2021091912,1746,47834.0,38,2021-09-19T21:42:34.300,11.0,TEN,right,113.75,14.95,5.53,3.07,0.56,26.9,91.28,None
882383,2021091912,1746,47834.0,39,2021-09-19T21:42:34.400,11.0,TEN,right,114.3,14.97,5.34,3.41,0.54,28.75,86.69,None
882384,2021091912,1746,47865.0,1,2021-09-19T21:42:30.600,64.0,TEN,right,102.48,28.76,0.0,0.0,0.01,50.89,340.91,None
882385,2021091912,1746,47865.0,2,2021-09-19T21:42:30.700,64.0,TEN,right,102.48,28.75,0.0,0.0,0.01,51.74,337.68,None
882386,2021091912,1746,47865.0,3,2021-09-19T21:42:30.800,64.0,TEN,right,102.48,28.75,0.0,0.0,0.0,51.07,333.79,None
882387,2021091912,1746,47865.0,4,2021-09-19T21:42:30.900,64.0,TEN,right,102.48,28.74,0.0,0.0,0.01,51.94,325.69,None
882388,2021091912,1746,47865.0,5,2021-09-19T21:42:31.000,64.0,TEN,right,102.48,28.74,0.0,0.0,0.0,51.94,318.93,None
882389,2021091912,1746,47865.0,6,2021-09-19T21:42:31.100,64.0,TEN,right,102.48,28.72,0.0,0.0,0.01,54.37,224.73,autoevent_ballsnap
882390,2021091912,1746,47865.0,7,2021-09-19T21:42:31.200,64.0,TEN,right,102.48,28.71,0.0,0.0,0.01,54.37,203.43,None
882391,2021091912,1746,47865.0,8,2021-09-19T21:42:31.300,64.0,TEN,right,102.47,28.71,0.06,0.95,0.01,57.17,194.0,ball_snap
882392,2021091912,1746,47865.0,9,2021-09-19T21:42:31.400,64.0,TEN,right,102.47,28.69,0.23,1.61,0.02,60.01,198.58,None
882393,2021091912,1746,47865.0,10,2021-09-19T21:42:31.500,64.0,TEN,right,102.44,28.65,0.56,2.39,0.05,65.1,207.1,None
882394,2021091912,1746,47865.0,11,2021-09-19T21:42:31.600,64.0,TEN,right,102.4,28.58,0.93,2.86,0.08,69.81,210.12,None
882395,2021091912,1746,47865.0,12,2021-09-19T21:42:31.700,64.0,TEN,right,102.33,28.47,1.34,2.86,0.13,74.65,213.12,None
882396,2021091912,1746,47865.0,13,2021-09-19T21:42:31.800,64.0,TEN,right,102.22,28.34,1.67,2.41,0.16,79.35,216.97,None
882397,2021091912,1746,47865.0,14,2021-09-19T21:42:31.900,64.0,TEN,right,102.11,28.22,1.82,1.74,0.17,80.69,222.17,None
882398,2021091912,1746,47865.0,15,2021-09-19T21:42:32.000,64.0,TEN,right,101.98,28.11,1.83,1.21,0.17,84.78,227.05,None
882399,2021091912,1746,47865.0,16,2021-09-19T21:42:32.100,64.0,TEN,right,101.85,28.0,1.8,1.35,0.17,86.79,232.75,None
882400,2021091912,1746,47865.0,17,2021-09-19T21:42:32.200,64.0,TEN,right,101.68,27.93,1.79,1.98,0.18,83.06,244.32,None
882401,2021091912,1746,47865.0,18,2021-09-19T21:42:32.300,64.0,TEN,right,101.5,27.86,1.85,2.12,0.19,78.07,252.69,None
882402,2021091912,1746,47865.0,19,2021-09-19T21:42:32.400,64.0,TEN,right,101.31,27.82,1.94,2.03,0.2,71.17,259.91,None
882403,2021091912,1746,47865.0,20,2021-09-19T21:42:32.500,64.0,TEN,right,101.11,27.79,1.97,1.7,0.2,64.33,265.57,None
882404,2021091912,1746,47865.0,21,2021-09-19T21:42:32.600,64.0,TEN,right,100.9,27.79,2.09,1.42,0.21,52.36,271.41,None
882405,2021091912,1746,47865.0,22,2021-09-19T21:42:32.700,64.0,TEN,right,100.69,27.81,2.13,1.2,0.21,44.55,275.88,None
882406,2021091912,1746,47865.0,23,2021-09-19T21:42:32.800,64.0,TEN,right,100.47,27.85,2.19,1.19,0.22,35.32,281.34,None
882407,2021091912,1746,47865.0,24,2021-09-19T21:42:32.900,64.0,TEN,right,100.25,27.91,2.27,1.06,0.23,36.47,285.37,None
882408,2021091912,1746,47865.0,25,2021-09-19T21:42:33.000,64.0,TEN,right,100.02,28.03,2.43,1.41,0.26,41.22,294.55,None
882409,2021091912,1746,47865.0,26,2021-09-19T21:42:33.100,64.0,TEN,right,99.8,28.15,2.45,1.39,0.25,35.71,299.32,None
882410,2021091912,1746,47865.0,27,2021-09-19T21:42:33.200,64.0,TEN,right,99.61,28.3,2.42,1.5,0.25,41.88,305.15,None
882411,2021091912,1746,47865.0,28,2021-09-19T21:42:33.300,64.0,TEN,right,99.42,28.46,2.41,1.62,0.25,61.17,311.31,None
882412,2021091912,1746,47865.0,29,2021-09-19T21:42:33.400,64.0,TEN,right,99.26,28.64,2.34,1.83,0.24,71.5,316.87,None
882413,2021091912,1746,47865.0,30,2021-09-19T21:42:33.500,64.0,TEN,right,99.11,28.81,2.25,1.86,0.23,81.59,321.43,None
882414,2021091912,1746,47865.0,31,2021-09-19T21:42:33.600,64.0,TEN,right,98.97,28.97,2.15,1.56,0.22,103.77,322.53,None
882415,2021091912,1746,47865.0,32,2021-09-19T21:42:33.700,64.0,TEN,right,98.82,29.13,2.05,1.37,0.22,121.7,320.35,None
882416,2021091912,1746,47865.0,33,2021-09-19T21:42:33.800,64.0,TEN,right,98.69,29.28,1.93,1.4,0.2,126.09,320.23,None
882417,2021091912,1746,47865.0,34,2021-09-19T21:42:33.900,64.0,TEN,right,98.56,29.41,1.74,1.61,0.18,131.45,316.78,autoevent_passforward
882418,2021091912,1746,47865.0,35,2021-09-19T21:42:34.000,64.0,TEN,right,98.45,29.51,1.51,1.83,0.15,134.0,313.39,pass_forward
882419,2021091912,1746,47865.0,36,2021-09-19T21:42:34.100,64.0,TEN,right,98.35,29.59,1.25,2.06,0.13,139.44,308.25,None
882420,2021091912,1746,47865.0,37,2021-09-19T21:42:34.200,64.0,TEN,right,98.28,29.66,0.98,2.09,0.1,141.79,306.33,None
882421,2021091912,1746,47865.0,38,2021-09-19T21:42:34.300,64.0,TEN,right,98.21,29.72,0.77,1.99,0.09,145.44,306.08,None
882422,2021091912,1746,47865.0,39,2021-09-19T21:42:34.400,64.0,TEN,right,98.17,29.76,0.52,2.02,0.06,149.35,316.45,None
882423,2021091912,1746,52435.0,1,2021-09-19T21:42:30.600,56.0,SEA,right,109.56,30.85,0.01,0.01,0.0,264.8,125.2,None
882424,2021091912,1746,52435.0,2,2021-09-19T21:42:30.700,56.0,SEA,right,109.56,30.86,0.01,0.01,0.01,264.8,109.24,None
882425,2021091912,1746,52435.0,3,2021-09-19T21:42:30.800,56.0,SEA,right,109.57,30.87,0.01,0.01,0.0,265.6,107.15,None
882426,2021091912,1746,52435.0,4,2021-09-19T21:42:30.900,56.0,SEA,right,109.56,30.86,0.0,0.01,0.01,265.6,111.25,None
882427,2021091912,1746,52435.0,5,2021-09-19T21:42:31.000,56.0,SEA,right,109.56,30.86,0.0,0.0,0.0,265.6,115.07,None
882428,2021091912,1746,52435.0,6,2021-09-19T21:42:31.100,56.0,SEA,right,109.56,30.86,0.0,0.0,0.0,265.6,112.92,autoevent_ballsnap
882429,2021091912,1746,52435.0,7,2021-09-19T21:42:31.200,56.0,SEA,right,109.56,30.88,0.0,0.0,0.01,264.76,90.88,None
882430,2021091912,1746,52435.0,8,2021-09-19T21:42:31.300,56.0,SEA,right,109.55,30.88,0.0,0.0,0.01,264.76,76.64,ball_snap
882431,2021091912,1746,52435.0,9,2021-09-19T21:42:31.400,56.0,SEA,right,109.55,30.9,0.0,0.0,0.01,263.96,56.47,None
882432,2021091912,1746,52435.0,10,2021-09-19T21:42:31.500,56.0,SEA,right,109.56,30.91,0.0,0.0,0.01,262.83,48.34,None
882433,2021091912,1746,52435.0,11,2021-09-19T21:42:31.600,56.0,SEA,right,109.56,30.92,0.0,0.0,0.01,262.83,43.21,None
882434,2021091912,1746,52435.0,12,2021-09-19T21:42:31.700,56.0,SEA,right,109.58,30.92,0.05,0.99,0.01,260.87,52.35,None
882435,2021091912,1746,52435.0,13,2021-09-19T21:42:31.800,56.0,SEA,right,109.59,30.93,0.2,1.45,0.01,261.54,55.23,None
882436,2021091912,1746,52435.0,14,2021-09-19T21:42:31.900,56.0,SEA,right,109.64,30.93,0.53,2.36,0.05,256.31,78.39,None
882437,2021091912,1746,52435.0,15,2021-09-19T21:42:32.000,56.0,SEA,right,109.71,30.94,0.84,2.67,0.07,253.56,85.33,None
882438,2021091912,1746,52435.0,16,2021-09-19T21:42:32.100,56.0,SEA,right,109.81,30.94,1.14,2.63,0.1,250.71,88.65,None
882439,2021091912,1746,52435.0,17,2021-09-19T21:42:32.200,56.0,SEA,right,109.95,30.94,1.44,2.6,0.13,247.3,91.93,None
882440,2021091912,1746,52435.0,18,2021-09-19T21:42:32.300,56.0,SEA,right,110.09,30.92,1.64,2.2,0.15,244.6,95.76,None
882441,2021091912,1746,52435.0,19,2021-09-19T21:42:32.400,56.0,SEA,right,110.27,30.88,1.93,2.5,0.19,240.53,103.16,None
882442,2021091912,1746,52435.0,20,2021-09-19T21:42:32.500,56.0,SEA,right,110.47,30.81,2.17,2.43,0.21,238.58,109.41,None
882443,2021091912,1746,52435.0,21,2021-09-19T21:42:32.600,56.0,SEA,right,110.67,30.72,2.31,2.2,0.22,240.72,115.03,None
882444,2021091912,1746,52435.0,22,2021-09-19T21:42:32.700,56.0,SEA,right,110.88,30.61,2.44,2.03,0.24,239.85,119.78,None
882445,2021091912,1746,52435.0,23,2021-09-19T21:42:32.800,56.0,SEA,right,111.09,30.48,2.59,1.84,0.25,240.75,123.08,None
